🎀央视,#genre#
CGTN,http://live.aishang.ctlcdn.com/00000110240370_1/playlist.m3u8?CONTENTID=00000110240370_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC动作电影,http://live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC高清电影,http://live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC家庭影院,http://live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC家庭影院,http://live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
安徽卫视,http://live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
北京卫视,http://live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
东方卫视,http://live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
东南卫视,http://live.aishang.ctlcdn.com/00000110240588_1/playlist.m3u8?CONTENTID=00000110240588_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
广东卫视,http://live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
贵州卫视,http://live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
河北卫视,http://live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
黑龙江卫视,http://live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
湖北卫视,http://live.aishang.ctlcdn.com/00000110240135_1/playlist.m3u8?CONTENTID=00000110240135_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
湖南卫视,http://live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
吉林卫视,http://live.aishang.ctlcdn.com/00000110240399_1/playlist.m3u8?CONTENTID=00000110240399_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
江苏卫视,http://live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
江西卫视,http://live.aishang.ctlcdn.com/00000110240398_1/playlist.m3u8?CONTENTID=00000110240398_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
金鹰纪实,http://live.aishang.ctlcdn.com/00000110240303_1/playlist.m3u8?CONTENTID=00000110240303_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
辽宁卫视,http://live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
山东卫视,http://live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
深圳卫视,http://live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
天津卫视,http://live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
浙江卫视,http://live.aishang.ctlcdn.com/00000110240134_1/playlist.m3u8?CONTENTID=00000110240134_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
重庆卫视,http://live.aishang.ctlcdn.com/00000110240397_1/playlist.m3u8?CONTENTID=00000110240397_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
4K,http://live.aishang.ctlcdn.com/00000110240282_1/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
4K,http://live.aishang.ctlcdn.com/00000110240282_1/encoder/0/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
🌾视界,#genre#
CCTV-1 综合,http://bad-ass.site/php/histar.php?id=75
CCTV-3 综艺,http://bad-ass.site/php/histar.php?id=98
CCTV-4 中文国际,http://bad-ass.site/php/histar.php?id=99
CCTV-5 体育,http://bad-ass.site/php/histar.php?id=100
CCTV-6 电影,http://bad-ass.site/php/histar.php?id=101
CCTV-7 国防军事,http://bad-ass.site/php/histar.php?id=102
CCTV-8 电视剧,http://bad-ass.site/php/histar.php?id=103
CCTV-9 纪录,http://bad-ass.site/php/histar.php?id=105
CCTV-10 科教,http://bad-ass.site/php/histar.php?id=106
CCTV-11 戏曲,http://bad-ass.site/php/histar.php?id=107
CCTV-12 社会与法,http://bad-ass.site/php/histar.php?id=108
CCTV-13 新闻,http://bad-ass.site/php/histar.php?id=109
CCTV-14 少儿,http://bad-ass.site/php/histar.php?id=110
CCTV-15 音乐,http://bad-ass.site/php/histar.php?id=111
CCTV-16 奥林匹克,http://bad-ass.site/php/histar.php?id=112
CCTV-17 农业农村,http://bad-ass.site/php/histar.php?id=113
CCTV-5+ 体育赛事,http://bad-ass.site/php/histar.php?id=114
北京卫视,http://bad-ass.site/php/histar.php?id=115
湖南卫视,http://bad-ass.site/php/histar.php?id=116
浙江卫视,http://bad-ass.site/php/histar.php?id=117
东方卫视,http://bad-ass.site/php/histar.php?id=118
江苏卫视,http://bad-ass.site/php/histar.php?id=119
重庆卫视,http://bad-ass.site/php/histar.php?id=120
东南卫视,http://bad-ass.site/php/histar.php?id=121
福建海峡卫视,http://bad-ass.site/php/histar.php?id=122
甘肃卫视,http://bad-ass.site/php/histar.php?id=123
广西卫视,http://bad-ass.site/php/histar.php?id=125
贵州卫视,http://bad-ass.site/php/histar.php?id=126
海南卫视,http://bad-ass.site/php/histar.php?id=127
河北卫视,http://bad-ass.site/php/histar.php?id=128
黑龙江卫视,http://bad-ass.site/php/histar.php?id=129
湖北卫视,http://bad-ass.site/php/histar.php?id=130
江西卫视,http://bad-ass.site/php/histar.php?id=131
吉林卫视,http://bad-ass.site/php/histar.php?id=132
辽宁卫视,http://bad-ass.site/php/histar.php?id=133
南方卫视,http://bad-ass.site/php/histar.php?id=134
内蒙古卫视,http://bad-ass.site/php/histar.php?id=135
宁夏卫视,http://bad-ass.site/php/histar.php?id=136
陕西卫视,http://bad-ass.site/php/histar.php?id=137
山东卫视,http://bad-ass.site/php/histar.php?id=138
山西卫视,http://bad-ass.site/php/histar.php?id=139
深圳卫视,http://bad-ass.site/php/histar.php?id=140
四川卫视,http://bad-ass.site/php/histar.php?id=141
天津卫视,http://bad-ass.site/php/histar.php?id=142
厦门卫视,http://bad-ass.site/php/histar.php?id=143
新疆卫视,http://bad-ass.site/php/histar.php?id=144
西藏卫视,http://bad-ass.site/php/histar.php?id=145
云南卫视,http://bad-ass.site/php/histar.php?id=146
广东卫视,http://bad-ass.site/php/histar.php?id=248
安徽卫视,http://bad-ass.site/php/histar.php?id=291
河南卫视,http://bad-ass.site/php/histar.php?id=292
青海卫视,http://bad-ass.site/php/histar.php?id=293
凤凰卫视 中文台,http://bad-ass.site/php/histar.php?id=148
凤凰卫视 资讯台,http://bad-ass.site/php/histar.php?id=149
J2,http://bad-ass.site/php/histar.php?id=152
TVB 明珠台,http://bad-ass.site/php/histar.php?id=153
ViuTV,http://bad-ass.site/php/histar.php?id=154
TVB 翡翠台,http://bad-ass.site/php/histar.php?id=155
Now 财经台,http://bad-ass.site/php/histar.php?id=173
凤凰卫视,http://bad-ass.site/php/histar.php?id=228
澳门莲花卫视,http://bad-ass.site/php/histar.php?id=231
TVB 无线新闻台,http://bad-ass.site/php/histar.php?id=278
TVB 无线财经体育资讯台,http://bad-ass.site/php/histar.php?id=279
ViuTV6,http://bad-ass.site/php/histar.php?id=280
港台电视 31,http://bad-ass.site/php/histar.php?id=281
港台电视 32,http://bad-ass.site/php/histar.php?id=282
HOY TV,http://bad-ass.site/php/histar.php?id=283
香港国际财经台,http://bad-ass.site/php/histar.php?id=284
HOY 资讯台,http://bad-ass.site/php/histar.php?id=297
澳门资讯,http://bad-ass.site/php/histar.php?id=319
澳视澳门,http://bad-ass.site/php/histar.php?id=320
Now 新闻台,http://bad-ass.site/php/histar.php?id=322
TVB 经典台,http://bad-ass.site/php/histar.php?id=323
凤凰卫视 香港台,http://bad-ass.site/php/histar.php?id=324
天映经典,http://bad-ass.site/php/histar.php?id=376
天映频道 HD,http://bad-ass.site/php/histar.php?id=389
Now 华剧台,http://bad-ass.site/php/histar.php?id=425
TVB 华语剧台,http://bad-ass.site/php/histar.php?id=428
TVB 星河台,http://bad-ass.site/php/histar.php?id=548
大爱二台,http://bad-ass.site/php/histar.php?id=245
大爱一台,http://bad-ass.site/php/histar.php?id=295
中视 HD,http://bad-ass.site/php/histar.php?id=299
公视,http://bad-ass.site/php/histar.php?id=326
公视3台,http://bad-ass.site/php/histar.php?id=327
中天综合台,http://bad-ass.site/php/histar.php?id=330
中天亚洲台,http://bad-ass.site/php/histar.php?id=331
东森超视 HD,http://bad-ass.site/php/histar.php?id=339
靖天国际台,http://bad-ass.site/php/histar.php?id=341
TVBS Asia,http://bad-ass.site/php/histar.php?id=391
东森综合台,http://bad-ass.site/php/histar.php?id=491
中视,http://bad-ass.site/php/histar.php?id=516
华视,http://bad-ass.site/php/histar.php?id=517
台视,http://bad-ass.site/php/histar.php?id=518
纬来日本,http://bad-ass.site/php/histar.php?id=549
纬来综合台,http://bad-ass.site/php/histar.php?id=550
八大第一台,http://bad-ass.site/php/histar.php?id=553
ELTA 综合,http://bad-ass.site/php/histar.php?id=554
TVBS 新闻台,http://bad-ass.site/php/histar.php?id=157
寰宇新闻台,http://bad-ass.site/php/histar.php?id=166
华视新闻,http://bad-ass.site/php/histar.php?id=237
中天新闻,http://bad-ass.site/php/histar.php?id=242
镜新闻,http://bad-ass.site/php/histar.php?id=312
壹新闻 HD,http://bad-ass.site/php/histar.php?id=315
靖天资讯台,http://bad-ass.site/php/histar.php?id=342
中视新闻,http://bad-ass.site/php/histar.php?id=512
台视新闻,http://bad-ass.site/php/histar.php?id=513
TVBS HD,http://bad-ass.site/php/histar.php?id=514
东森财经新闻,http://bad-ass.site/php/histar.php?id=515
年代新闻,http://bad-ass.site/php/histar.php?id=519
非凡新闻,http://bad-ass.site/php/histar.php?id=520
东森新闻,http://bad-ass.site/php/histar.php?id=521
TVBS 欢乐台,http://bad-ass.site/php/histar.php?id=328
中天娱乐台,http://bad-ass.site/php/histar.php?id=329
八大娱乐台,http://bad-ass.site/php/histar.php?id=335
东森电影,http://bad-ass.site/php/histar.php?id=492
东森戏剧,http://bad-ass.site/php/histar.php?id=493
东森洋片,http://bad-ass.site/php/histar.php?id=494
卫视中文台,http://bad-ass.site/php/histar.php?id=495
卫视电影台,http://bad-ass.site/php/histar.php?id=496
龙祥电影台,http://bad-ass.site/php/histar.php?id=497
好莱坞电影台,http://bad-ass.site/php/histar.php?id=498
八大戏剧台,http://bad-ass.site/php/histar.php?id=499
纬来戏剧台,http://bad-ass.site/php/histar.php?id=500
纬来电影台,http://bad-ass.site/php/histar.php?id=501
龙华电影台,http://bad-ass.site/php/histar.php?id=502
龙华洋片台,http://bad-ass.site/php/histar.php?id=503
靖天电影台,http://bad-ass.site/php/histar.php?id=504
美亚电影台,http://bad-ass.site/php/histar.php?id=505
ELTA 影剧,http://bad-ass.site/php/histar.php?id=506
EYE 戏剧台,http://bad-ass.site/php/histar.php?id=507
星卫HD电影台,http://bad-ass.site/php/histar.php?id=508
星卫娱乐台,http://bad-ass.site/php/histar.php?id=509
MTV Live HD 频道,http://bad-ass.site/php/histar.php?id=510
国兴卫视,http://bad-ass.site/php/histar.php?id=511
Astro Awani,http://bad-ass.site/php/histar.php?id=246
Astro Ceria,http://bad-ass.site/php/histar.php?id=298
Astro ONE,http://bad-ass.site/php/histar.php?id=377
Astro Prima,http://bad-ass.site/php/histar.php?id=378
Astro Oasis,http://bad-ass.site/php/histar.php?id=379
Astro Warna,http://bad-ass.site/php/histar.php?id=380
Astro Rania,http://bad-ass.site/php/histar.php?id=381
Astro Aura,http://bad-ass.site/php/histar.php?id=382
8TV,http://bad-ass.site/php/histar.php?id=383
TV9,http://bad-ass.site/php/histar.php?id=384
Astro Citra,http://bad-ass.site/php/histar.php?id=385
Astro AEC,http://bad-ass.site/php/histar.php?id=386
Astro 双星台,http://bad-ass.site/php/histar.php?id=387
Astro AOD HD,http://bad-ass.site/php/histar.php?id=390
Astro 欢喜台,http://bad-ass.site/php/histar.php?id=392
Astro AOD,http://bad-ass.site/php/histar.php?id=393
Astro Arena HD,http://bad-ass.site/php/histar.php?id=394
Astro Arena 2,http://bad-ass.site/php/histar.php?id=395
Astro 爱奇艺,http://bad-ass.site/php/histar.php?id=403
Channel 5,http://bad-ass.site/php/histar.php?id=426
Channel U,http://bad-ass.site/php/histar.php?id=427
OKEY,http://bad-ass.site/php/histar.php?id=429
Astro 华丽台,http://bad-ass.site/php/histar.php?id=430
Channel 8,http://bad-ass.site/php/histar.php?id=561
第一财经,http://bad-ass.site/php/histar.php?id=216
北京财经,http://bad-ass.site/php/histar.php?id=217
上海都市,http://bad-ass.site/php/histar.php?id=218
上海新闻,http://bad-ass.site/php/histar.php?id=219
广东珠江,http://bad-ass.site/php/histar.php?id=220
湖南经视,http://bad-ass.site/php/histar.php?id=221
北京体育休闲,http://bad-ass.site/php/histar.php?id=222
五星体育,http://bad-ass.site/php/histar.php?id=223
天津体育,http://bad-ass.site/php/histar.php?id=224
辽宁体育,http://bad-ass.site/php/histar.php?id=225
广东体育,http://bad-ass.site/php/histar.php?id=226
河南梨园,http://bad-ass.site/php/histar.php?id=227
纬来体育,http://bad-ass.site/php/histar.php?id=356
